ID,Text,target
1335,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,fear
1336,im deep in a budget spreadsheet i feel that im someplace where i dont do my most creative work,joy
1337,ive been feeling jealous lately of bloggers going off to author readings and book si,anger
1338,i guess im feeling a bit vulnerable and looking for some input tonight,fear
1339,i feel they are sincere in wanting to resolve these grievances,joy
1340,i sort of hate glasses because they make my eyes look small and since huge eyes is all i have going for me it was quite an upset but im hoping these bigger frames will make me feel less paranoid,fear
1341,i was feeling resentful and daydreaming about the various places i could tell him to shove those big girl panties,anger
1342,i feel so comfortable around him,joy
1343,i think the energy in our jobs and in our writing should not always be spent on what we think will sell but rather on our pet projects we truly feel invigorated about,joy
1344,i still second guess myself and still have a terrible time making definitive decisions but there are certain truths that i do know about myself and i feel assured by those truths,joy
1345,i feel very giggly and upbeat even though i feel like i should probably be morose and sombre,joy
1346,i feel relaxed at airports are the times the do occasionally occur when i have no luggage especially exceptional luggage,joy
1347,i feel it s because we re unsure how we can help,fear
1348,i keep feeling like i m reaching him this last time i was so convinced that he was there that he was responding that he was listening to me but every time it just seems to all come crashing down again,joy
1349,i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,anger
1350,i feel they think im always glad but theres something they dont no im the one whos feeling sad,joy
1351,i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,anger
1352,i feel so scared for him,fear
1353,i do feel a bit obnoxious it is definately the weather,anger
1354,i love it he makes me feel so greedy,anger
1355,i can t help but feel petrified of the future is she ever going to get better,fear
1356,i love him but i feel threatened with him around a little,fear
1357,i drafted this post at least a month ago and now i m feeling quite uncertain about it,fear
1358,i feel like ive shaken off some of the funk thats been floating around me for the last bit,fear
1359,i feel satisfied knowing the dirt and hair is no longer in the car and house,joy
1360,i can feel them cool but seldom empty pale with,joy
1361,is only friend made yuuki feel special,joy
1362,i can feel it coming and im determined to see it through,joy
1363,i feel thrilled to be able to investigate my own personal mythology around this subject,joy
1364,i dont know if i cans trust him and i dont know how he feels about trusting me,joy
1365,i am feeling so honoured to be a,joy
1366,im getting things done that i really need to and i feel good about it,joy
1367,i want to feel inspired on the job,joy
1368,i feel like i need cute pictures to share,joy
1369,i sometimes feel like an artistic redcoat,joy
1370,i want to feel your sweet embrace but dont take that paper bag off your face i love your smile face and eyes damn im good at telling lies,joy
1371,i always feel so delighted to know that there are so many other people who are just as inspired and in love with the old fashioned graphics and illustrations as i am,joy
